Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
PM-526862,Elektroarbeiten // Truppstraße,2014-03-02,2014-04-20,2014-04-21,123933.2,179094.92,Team 2
PE-452447,Stadtpark // Sybilla-Schmiedt-Platz,2014-10-27,2014-12-09,2015-01-13,39552.33,63244.64,Team 2
NC-536324,Stadtpark // Hessestraße,2021-05-09,2021-06-22,2021-08-16,218005.32,262496.25,Team 1
RF-545133,Elektroarbeiten // Losekannallee,2017-11-25,2018-02-02,2018-03-03,147204.26,229462.84,Team 3
CX-722450,Ubahn // Margrafplatz,2016-09-02,2016-10-23,2017-03-01,245134.39,357301.44,Team 1
GB-375257,Landschaftsbau // Clara-Hofmann-Straße,2018-06-13,2018-06-16,2018-06-20,17596.12,23971.04,Team 4
JN-264633,Baumbestand // Truppstraße,2020-11-20,2020-11-30,2021-01-02,26559.48,51112.22,Team 2
KL-796188,Landschaftsbau // Wohlgemutplatz,2021-12-03,2021-12-27,2022-01-29,39045.56,45395.55,Team 2
ES-281108,Landschaftsbau // Södingplatz,2020-10-20,2020-10-23,2020-10-26,58647.84,73808.15,Team 3
XE-716500,Straßenbau // Pergandeplatz,2013-03-29,2013-04-11,2013-04-17,187547.6,205957.0,Team 2
OT-358851,Landschaftsbau // Etzoldgasse,2017-03-04,2017-04-04,2017-04-06,172991.28,267947.03,Team 4
VL-786675,Landschaftsbau // Tintzmannplatz,2017-04-14,2017-05-30,2017-06-04,60347.92,104036.41,Team 4
QU-578727,Elektroarbeiten // Cora-Bachmann-Allee,2021-10-24,2021-11-06,2021-11-07,126042.91,131956.29,Team 4
LN-789189,Landschaftsbau // Hans Peter-Scheibe-Straße,2020-04-08,2020-05-05,2020-05-08,116492.13,173423.68,Team 4
XH-086440,Baumbestand // Hellwiggasse,2013-02-27,2013-03-03,2013-03-02,94703.1,104322.79,Team 3
ZL-915302,Stadtpark // Michaele-Anders-Ring,2018-07-24,2018-09-16,2018-10-16,53344.64,55924.32,Team 1
ZA-007315,Straßenbau // Henckring,2020-07-23,2020-10-30,2020-11-05,171627.11,244214.28,Team 2
DD-903236,Stadtpark // Renato-Rose-Allee,2018-10-21,2018-12-04,2019-01-10,211598.43,221804.97,Team 1
XO-657384,Stadtpark // Karl-Otto-Stadelmann-Ring,2018-12-14,2019-02-10,2019-02-09,215226.14,242733.96,Team 4
OF-542822,Elektroarbeiten // Carlo-Mies-Weg,2016-05-09,2016-05-30,2016-06-18,109880.25,146348.54,Team 3
ZA-705084,Elektroarbeiten // Maja-Höfig-Allee,2016-08-29,2016-09-24,2016-10-30,116298.14,156363.14,Team 3
SZ-932040,Ubahn // Julia-Hartmann-Platz,2016-02-18,2016-04-29,2016-09-13,669114.47,805854.91,Team 1
JU-406615,Baumbestand // Heckerstr.,2013-07-21,2013-07-27,2013-07-31,-4272.56,-5464.69,Team 2
QH-420127,Spielplatz // Dorit-Pruschke-Weg,2015-12-18,2015-12-25,2015-12-27,109673.99,135200.71,Team 4
WK-320945,Stadtpark // Heinz-Eckbauer-Weg,2018-12-26,2019-01-08,2019-02-04,204490.96,324435.66,Team 2
GA-784189,Elektroarbeiten // Krokerweg,2017-11-16,2018-02-04,2018-03-09,35845.77,49443.42,Team 2
CC-447705,Baumbestand // Hertrampfweg,2013-12-07,2013-12-16,2014-01-18,39859.36,52798.92,Team 2
UQ-995179,Ubahn // Brian-Röhrdanz-Ring,2014-12-30,2015-06-14,2015-05-28,420313.34,613943.92,Team 4
FH-796295,Ubahn // Edelgard-Schmidtke-Weg,2021-10-06,2022-04-25,2022-09-24,157127.71,209502.7,Team 1
GY-989345,Landschaftsbau // Sophie-Heinz-Gasse,2020-04-24,2020-05-14,2020-05-16,15365.57,20482.44,Team 2
ET-070119,Elektroarbeiten // Paola-Mülichen-Allee,2017-02-28,2017-03-28,2017-03-28,88589.86,100314.38,Team 4
KA-539732,Stadtpark // Dietzplatz,2018-02-02,2018-03-02,2018-03-01,-287.11,-464.95,Team 2
QM-270509,Stadtpark // Langernweg,2016-02-24,2016-03-30,2016-03-28,217665.65,245065.89,Team 4
NH-303902,Landschaftsbau // Andrej-Kuhl-Weg,2016-02-14,2016-03-12,2016-03-14,134932.26,182910.27,Team 4
NM-871478,Ubahn // Försterstr.,2016-03-10,2016-08-11,2016-08-03,234702.43,296764.74,Team 4
CF-349456,Elektroarbeiten // Ole-Davids-Platz,2020-02-22,2020-04-21,2020-04-19,178779.92,207980.65,Team 1
YY-442417,Ubahn // Margarethe-Hörle-Gasse,2018-11-03,2019-05-05,2019-07-09,427272.71,455459.99,Team 3
CI-547847,Stadtpark // Margrafplatz,2019-08-19,2019-10-27,2020-01-19,284238.25,317693.04,Team 1
ZJ-572500,Elektroarbeiten // Schäferring,2015-09-17,2015-12-04,2015-12-26,54591.85,58280.04,Team 3
BE-592657,Stadtpark // Waltraut-Hövel-Gasse,2020-12-07,2021-01-08,2021-01-30,143471.24,195782.98,Team 2
YG-635468,Elektroarbeiten // Richard-Heintze-Straße,2015-05-18,2015-07-04,2015-07-09,214291.55,221258.59,Team 4
SW-982248,Landschaftsbau // Seidelstraße,2018-06-16,2018-07-03,2018-07-04,94587.31,110382.37,Team 3
VT-117940,Stadtpark // Gerlinde-auch Schlauchin-Weg,2016-04-26,2016-07-24,2016-09-25,188432.54,202204.22,Team 1
SS-813897,Stadtpark // Noackring,2020-04-28,2020-05-30,2020-07-18,237387.26,272417.61,Team 1
BW-163179,Elektroarbeiten // Wulffweg,2013-07-10,2013-09-28,2013-10-01,67885.74,73465.05,Team 4
UV-850883,Elektroarbeiten // Udo-Mosemann-Weg,2020-08-19,2020-10-09,2020-10-11,53902.35,72994.21,Team 2
ZA-455837,Baumbestand // Heydrichstr.,2019-05-12,2019-05-13,2019-05-13,34324.07,36616.54,Team 4
QY-265357,Spielplatz // Sieringring,2020-05-24,2020-07-17,2020-07-15,79801.41,81738.3,Team 1
UV-969484,Straßenbau // Ernststraße,2015-11-03,2016-02-25,2016-02-27,276633.63,321387.19,Team 3
LA-486807,Ubahn // Löfflerstr.,2020-02-29,2020-06-22,2020-06-10,629886.1,1015775.03,Team 4
SC-376013,Stadtpark // Jesselplatz,2021-08-12,2021-09-30,2021-09-28,181190.11,297246.87,Team 2
JA-853963,Landschaftsbau // Paul-Gerhard-Hecker-Gasse,2018-10-29,2018-12-03,2018-12-01,41645.94,47741.63,Team 1
LC-759824,Spielplatz // Reichmannstraße,2020-02-10,2020-04-21,2020-05-17,151215.77,182634.12,Team 2
UJ-149788,Landschaftsbau // Nadine-Gertz-Gasse,2020-03-06,2020-03-21,2020-03-21,70858.7,82522.52,Team 1
EM-319496,Spielplatz // Annelore-Ring-Platz,2015-12-13,2016-03-02,2016-02-29,51462.29,54061.0,Team 1
UX-905176,Landschaftsbau // Ebertstr.,2019-12-29,2020-01-25,2020-02-23,88761.29,122537.52,Team 2
SX-170317,Landschaftsbau // Fedor-Bähr-Gasse,2017-11-29,2017-12-21,2017-12-21,37339.76,43418.82,Team 1
TQ-474510,Baumbestand // Heide-Marie-Dippel-Straße,2015-03-04,2015-03-10,2015-03-12,54461.52,64259.0,Team 4
BF-394258,Baumbestand // Patric-Holt-Weg,2021-02-07,2021-02-15,2021-02-16,51345.28,55826.86,Team 1
JF-311520,Straßenbau // Kristiane-Weimer-Straße,2020-04-21,2020-05-19,2020-05-19,76736.52,90669.61,Team 1
MM-541894,Spielplatz // Naserweg,2020-04-22,2020-06-29,2020-06-27,180443.37,190297.82,Team 1
RC-422155,Baumbestand // Rohtring,2019-04-04,2019-04-08,2019-04-06,59719.11,69902.44,Team 4
IN-581260,Baumbestand // Hans-H.-Fiebig-Straße,2021-02-17,2021-02-20,2021-02-20,27267.23,35600.7,Team 1
VL-158446,Straßenbau // Samira-Putz-Platz,2014-04-18,2014-05-29,2014-05-30,142243.35,149645.49,Team 3
OL-012380,Baumbestand // Georgia-Dehmel-Allee,2017-12-04,2017-12-20,2017-12-19,81230.67,88467.02,Team 1
VR-672678,Ubahn // Schäferplatz,2014-10-02,2014-12-26,2014-12-18,744459.1,945431.12,Team 4
UF-413331,Stadtpark // Roger-Jockel-Platz,2016-08-06,2016-09-14,2016-09-14,194246.66,220332.84,Team 4
XO-190632,Elektroarbeiten // Tlustekplatz,2019-08-18,2019-11-14,2019-11-08,98877.78,114566.7,Team 1
OQ-819805,Elektroarbeiten // Schenkplatz,2021-01-08,2021-02-14,2021-03-22,110213.32,149617.97,Team 3
KP-341544,Baumbestand // Seifertstraße,2014-09-19,2014-10-02,2014-10-02,78096.82,111433.85,Team 2
BJ-615686,Stadtpark // Nikolas-Kroker-Ring,2014-02-10,2014-03-17,2014-04-11,145632.56,155962.34,Team 1
UC-366933,Landschaftsbau // Denny-Kambs-Straße,2018-10-20,2018-10-31,2018-11-01,104306.3,119030.8,Team 2
CA-312596,Landschaftsbau // Rosemannplatz,2021-11-29,2021-12-20,2021-12-25,83119.22,97617.24,Team 3
QW-267032,Baumbestand // Elwira-Textor-Weg,2013-02-24,2013-03-06,2013-03-04,34621.47,38233.11,Team 4
XI-154940,Baumbestand // Inken-Staude-Weg,2017-07-25,2017-07-26,2017-07-25,88698.82,96346.85,Team 1
AY-306196,Ubahn // Liebeltstr.,2021-07-25,2021-11-30,2021-11-30,435958.86,526937.92,Team 2
FL-034558,Elektroarbeiten // Traude-Mentzel-Weg,2015-05-08,2015-06-24,2015-06-19,-5797.08,-6621.24,Team 1
QR-048384,Stadtpark // Uli-Gotthard-Allee,2018-02-11,2018-03-05,2018-05-08,170553.6,196757.36,Team 1
CD-709914,Landschaftsbau // Volkhard-Eberth-Allee,2017-04-02,2017-05-03,2017-05-07,72654.65,73744.0,Team 2
NG-278575,Straßenbau // Wesackgasse,2017-10-12,2018-01-09,2018-02-04,146336.68,208328.74,Team 2
LB-406745,Landschaftsbau // Eberthplatz,2014-11-06,2014-12-11,2014-12-10,30085.04,31972.07,Team 1
RB-261210,Landschaftsbau // Kallertstr.,2020-08-30,2020-09-23,2020-10-03,31476.85,44620.48,Team 3
UO-517292,Elektroarbeiten // Annelise-Linke-Gasse,2021-08-30,2021-11-28,2021-12-15,74085.22,93591.09,Team 3
NW-775516,Elektroarbeiten // Riehlallee,2016-08-08,2016-10-11,2016-10-08,137129.0,143353.69,Team 1
GG-667703,Landschaftsbau // Möchlichenallee,2016-01-24,2016-02-24,2016-02-26,165117.2,213852.95,Team 4
NK-857645,Stadtpark // Blanka-Hendriks-Platz,2019-06-22,2019-07-24,2019-07-23,88752.95,123033.03,Team 2
VS-595548,Baumbestand // Lachmannstr.,2017-09-08,2017-09-09,2017-09-13,-10527.65,-12712.7,Team 3
ZN-045641,Landschaftsbau // Karl-Georg-Jacob-Ring,2019-10-11,2019-10-25,2019-10-27,63405.47,92956.24,Team 4
HY-817807,Baumbestand // Herrmannweg,2018-04-08,2018-04-20,2018-04-25,37627.36,40732.29,Team 1
VS-871899,Elektroarbeiten // Adam-Pohl-Straße,2018-05-02,2018-06-26,2018-06-24,112515.08,148695.76,Team 2
TQ-267238,Stadtpark // Janet-Lindau-Weg,2019-09-01,2019-10-07,2019-11-05,137338.44,161627.88,Team 1
AB-093589,Elektroarbeiten // Pölitzplatz,2016-01-10,2016-03-07,2016-04-12,8005.16,8765.72,Team 3
IJ-341084,Landschaftsbau // Ritterring,2019-12-20,2020-01-13,2020-01-14,13951.33,17739.44,Team 4
WU-342643,Ubahn // Klotzplatz,2021-02-06,2021-05-06,2021-04-09,509047.65,617067.69,Team 4
AL-921908,Baumbestand // Hiltrud-Wesack-Ring,2013-07-05,2013-07-24,2013-07-27,71291.37,91111.76,Team 3
MF-116147,Straßenbau // Freudenbergerweg,2016-08-28,2016-12-04,2016-12-05,191355.78,219208.99,Team 3
FV-992515,Landschaftsbau // Istvan-Stumpf-Weg,2018-01-13,2018-02-15,2018-03-29,18629.15,21676.83,Team 2
LY-207955,Elektroarbeiten // Girschnergasse,2020-09-02,2020-11-08,2020-12-12,117236.7,144344.71,Team 3
JC-187276,Landschaftsbau // Röhrdanzstraße,2017-08-25,2017-08-25,2017-08-25,60098.23,58506.66,Team 1
BD-163354,Baumbestand // Marlies-Reising-Weg,2017-02-21,2017-02-28,2017-02-28,30603.57,37006.87,Team 4
VY-052934,Baumbestand // Mareen-Bohlander-Platz,2014-08-19,2014-08-26,2014-08-30,44020.71,56885.3,Team 3
SY-286708,Landschaftsbau // Hertrampfring,2014-08-11,2014-09-01,2014-09-01,38438.09,44136.73,Team 1
UC-922148,Stadtpark // Jakob-Scheuermann-Platz,2019-09-14,2019-10-14,2019-10-14,249479.21,379912.67,Team 2
VX-092265,Stadtpark // Kambsweg,2018-07-26,2018-09-09,2018-09-09,194674.02,272508.12,Team 2
RN-265088,Landschaftsbau // Marko-Heidrich-Weg,2019-12-20,2019-12-26,2020-01-19,81165.72,89508.91,Team 2
DC-389627,Landschaftsbau // Sigmar-Scholl-Allee,2019-04-18,2019-05-08,2019-05-12,48473.01,63772.75,Team 2
PL-454481,Elektroarbeiten // Beckerstr.,2016-08-17,2016-09-23,2016-09-21,-8624.99,-9807.14,Team 1
AP-904047,Spielplatz // Stiffelallee,2013-05-08,2013-06-23,2013-06-28,98115.37,106588.99,Team 4
HJ-113602,Elektroarbeiten // Tröststr.,2013-08-26,2013-10-24,2013-11-19,164793.04,203053.79,Team 3
II-281153,Landschaftsbau // Heinz Dieter-Hauffer-Ring,2020-04-30,2020-05-17,2020-05-22,30470.84,36703.54,Team 3
JQ-941219,Baumbestand // Textorstr.,2020-11-08,2020-11-23,2020-11-25,69014.88,72995.09,Team 2
HY-211210,Landschaftsbau // Hans-Jürgen-Johann-Allee,2016-12-08,2016-12-31,2017-01-07,63985.15,82011.84,Team 3
KY-036578,Spielplatz // Geißlergasse,2018-06-06,2018-08-20,2018-09-06,148365.69,201063.88,Team 2
LD-139064,Baumbestand // Siegbert-Tröst-Weg,2013-04-21,2013-04-22,2013-04-23,91684.82,103755.43,Team 4
NS-297167,Stadtpark // Gero-Schuchhardt-Platz,2019-07-02,2019-07-12,2019-07-16,143306.46,147326.08,Team 3
HD-154656,Baumbestand // Ullrichallee,2018-03-08,2018-03-26,2018-03-30,65237.6,100934.88,Team 2
ZS-657617,Landschaftsbau // Arzu-Jacob-Straße,2018-03-04,2018-03-17,2018-03-18,49337.85,72228.11,Team 4
VL-476549,Stadtpark // Ronald-Scheuermann-Gasse,2018-12-19,2019-02-21,2019-02-08,140731.1,158670.03,Team 3
HB-416914,Straßenbau // Egbert-Graf-Straße,2019-09-28,2019-10-25,2019-10-23,283234.96,416185.31,Team 2
DG-482593,Elektroarbeiten // Kambsallee,2020-07-20,2020-09-10,2020-09-14,96821.31,88127.8,Team 4
RA-214345,Landschaftsbau // Rochus-Löwer-Gasse,2013-04-15,2013-05-04,2013-05-02,79626.2,86056.43,Team 1
JR-034695,Stadtpark // Hofmannweg,2019-04-29,2019-06-26,2019-06-23,53223.91,51377.41,Team 4
EX-947307,Elektroarbeiten // Wesackstr.,2019-10-04,2019-12-29,2020-01-21,38308.46,52901.46,Team 3
TI-760444,Elektroarbeiten // Marie-Trapp-Weg,2019-12-28,2020-02-01,2020-01-31,50288.29,61830.04,Team 4
NH-177502,Spielplatz // Rohtgasse,2017-10-12,2017-12-20,2017-12-27,-4875.26,-5377.68,Team 4
KD-856448,Landschaftsbau // Gerhild-Sager-Weg,2013-08-13,2013-09-07,2013-09-07,61654.5,63339.24,Team 2
QL-428668,Stadtpark // Fritschgasse,2015-04-06,2015-05-01,2015-05-01,164175.97,274225.83,Team 2
VW-998805,Elektroarbeiten // Pergandeplatz,2019-12-11,2020-03-02,2020-03-04,50087.7,64021.08,Team 2
OL-777957,Ubahn // Adlerstraße,2016-05-27,2016-07-01,2016-08-22,1197242.11,1269985.07,Team 3
SI-363913,Ubahn // Wiltrud-Klotz-Ring,2013-08-12,2013-10-09,2013-11-18,145684.03,146324.58,Team 3
UX-013546,Landschaftsbau // Georgios-Jacob-Allee,2013-08-10,2013-08-16,2013-08-19,45951.78,61808.7,Team 4
YT-517675,Baumbestand // Dörschnerplatz,2013-07-03,2013-07-21,2013-07-21,15675.89,15024.52,Team 4
PH-300598,Stadtpark // Ortrun-Pechel-Allee,2015-07-11,2015-09-04,2015-09-05,83059.28,123025.6,Team 2
LC-720290,Ubahn // Luzia-Hauffer-Platz,2020-05-26,2020-09-17,2020-11-11,286439.99,259560.2,Team 3
PT-681480,Landschaftsbau // Annette-Reuter-Ring,2019-09-06,2019-09-10,2019-09-12,135646.99,182447.07,Team 2
ZS-964267,Baumbestand // Lorchplatz,2019-03-23,2019-04-07,2019-04-09,62472.62,90006.28,Team 2
VI-271419,Elektroarbeiten // Bohnbachstr.,2014-10-19,2014-11-08,2014-11-04,82743.6,92003.84,Team 1
DI-108437,Landschaftsbau // Nergergasse,2015-02-28,2015-03-27,2015-03-30,18886.89,20426.17,Team 2
WK-450848,Elektroarbeiten // Alban-Franke-Weg,2014-09-26,2014-11-10,2014-12-13,143832.19,128414.61,Team 3
ML-575814,Straßenbau // Harm-Sager-Ring,2014-04-29,2014-07-26,2014-07-28,117748.02,124572.96,Team 1
QN-616575,Baumbestand // Franz-Trüb-Allee,2018-10-28,2018-11-15,2018-11-18,59263.23,68022.7,Team 3
NB-995859,Baumbestand // Kruschwitzweg,2019-01-06,2019-01-12,2019-01-14,23218.81,27494.53,Team 4
DK-389115,Baumbestand // Junitzplatz,2014-03-27,2014-04-10,2014-04-10,15109.44,15211.22,Team 3
JO-688919,Baumbestand // Ebertplatz,2019-09-07,2019-09-26,2019-10-01,77053.71,103320.29,Team 2
QN-941578,Stadtpark // Annett-Klemm-Weg,2016-01-13,2016-02-21,2016-04-14,63293.15,57915.78,Team 1
GY-012052,Baumbestand // Jesselring,2019-09-07,2019-09-14,2019-09-16,49068.01,52207.56,Team 4
AO-122432,Elektroarbeiten // Fröhlichweg,2021-02-23,2021-04-01,2021-03-28,135564.54,149410.3,Team 1
RD-480324,Elektroarbeiten // Oestrovskyplatz,2013-11-26,2014-01-27,2014-02-25,183607.83,238835.62,Team 2
HM-176999,Landschaftsbau // Michaele-Misicher-Weg,2015-10-15,2015-11-19,2015-11-20,80299.95,102266.67,Team 4
EY-745072,Stadtpark // Berend-Stey-Ring,2015-01-07,2015-01-21,2015-01-12,92286.52,112629.7,Team 3
UG-184233,Stadtpark // Holtring,2021-07-07,2021-08-24,2021-08-25,142417.38,139997.53,Team 4
AQ-977985,Baumbestand // Försterstraße,2021-05-27,2021-06-13,2021-06-17,83347.64,79864.01,Team 1
SR-036062,Straßenbau // Schäferstraße,2013-07-24,2013-12-15,2013-12-15,262636.76,296018.57,Team 3
RR-365344,Stadtpark // Henschelgasse,2022-01-09,2022-03-06,2022-03-05,175206.9,178843.27,Team 4
NT-679448,Elektroarbeiten // Maike-Kensy-Gasse,2020-10-20,2020-12-07,2020-12-05,109085.21,122073.86,Team 1
TP-995354,Elektroarbeiten // Mohauptstr.,2021-11-19,2021-12-26,2022-01-31,127709.0,152741.17,Team 2
ZN-319378,Baumbestand // Luis-Renner-Weg,2014-07-24,2014-08-06,2014-08-08,11540.24,19764.96,Team 2
SO-158572,Landschaftsbau // Maxim-Rosemann-Platz,2018-01-13,2018-01-26,2018-01-26,95481.5,146406.47,Team 4
QH-937461,Landschaftsbau // Södingstraße,2020-11-07,2020-11-27,2020-12-02,54980.8,72209.35,Team 3
LN-041787,Straßenbau // Klemmstraße,2017-01-14,2017-03-09,2017-03-14,160723.97,188250.52,Team 1
AZ-018010,Landschaftsbau // Folker-Lehmann-Gasse,2013-11-25,2013-12-12,2014-01-12,60130.44,68845.88,Team 2
YU-560835,Baumbestand // Niko-Kobelt-Gasse,2016-10-29,2016-11-01,2016-11-02,55089.34,52706.19,Team 4
LC-855025,Landschaftsbau // Gitta-Möchlichen-Straße,2015-03-05,2015-03-19,2015-03-21,53507.33,62905.19,Team 2
CN-754367,Elektroarbeiten // Danny-Schwital-Platz,2015-02-23,2015-03-01,2015-03-02,6020.27,6910.44,Team 4
ZY-572087,Elektroarbeiten // Halil-Mosemann-Ring,2017-02-26,2017-05-09,2017-05-12,82480.75,137297.31,Team 2
PN-713686,Stadtpark // Scheibeallee,2019-12-05,2019-12-16,2019-12-16,-56027.19,-62650.99,Team 4
LU-851993,Landschaftsbau // Hans D.-Biggen-Allee,2014-09-19,2014-10-02,2014-10-04,57134.24,68811.35,Team 4
PW-316884,Ubahn // Eberthring,2015-11-01,2016-02-13,2016-03-21,837840.83,858026.91,Team 3
HA-818368,Stadtpark // Anna-Maria-Börner-Allee,2018-06-21,2018-07-24,2018-07-23,145993.67,171898.49,Team 4
GP-490101,Baumbestand // Stiebitzring,2020-09-04,2020-09-20,2020-09-25,40423.63,45570.94,Team 3
PG-916102,Stadtpark // Henschelring,2014-01-10,2014-02-25,2014-05-06,293709.27,337072.24,Team 1
EK-457714,Stadtpark // Grazyna-Pechel-Straße,2020-01-03,2020-02-19,2020-02-01,240692.04,329809.79,Team 3
MH-305442,Ubahn // Abbas-Nerger-Allee,2018-01-27,2018-05-14,2018-10-28,618954.45,756687.5,Team 1
VJ-073567,Baumbestand // Willi-Jockel-Allee,2018-10-19,2018-10-23,2018-10-28,43283.64,48866.63,Team 1
PD-438000,Landschaftsbau // Hendriksweg,2015-08-28,2015-09-17,2015-09-19,27577.79,35872.21,Team 3
CU-040963,Elektroarbeiten // Heintzestraße,2021-09-21,2021-10-06,2021-09-29,65183.61,71452.92,Team 1
ZQ-507489,Ubahn // Lachmannweg,2016-09-15,2017-02-23,2017-07-22,269918.8,336302.85,Team 1
RR-455844,Landschaftsbau // Tlustekring,2017-03-18,2017-04-19,2017-04-18,27006.67,38121.94,Team 4
FQ-731465,Elektroarbeiten // Angelo-Mosemann-Gasse,2017-09-24,2017-09-24,2017-09-25,23143.24,27654.03,Team 4
EV-126990,Landschaftsbau // Heydrichgasse,2020-11-25,2020-12-17,2020-12-17,59608.99,71478.47,Team 4
OB-857962,Elektroarbeiten // Roskothplatz,2013-11-25,2014-01-22,2014-01-22,61466.19,72572.71,Team 1
QZ-474416,Spielplatz // Paola-Gotthard-Straße,2016-06-12,2016-08-24,2016-08-23,116264.28,160216.35,Team 3
EO-003986,Stadtpark // Lübsweg,2014-04-29,2014-05-27,2014-05-16,265485.49,341762.5,Team 3
WR-075712,Baumbestand // Yusuf-Ortmann-Straße,2019-09-13,2019-09-15,2019-09-18,56208.05,54928.98,Team 1
VJ-697057,Stadtpark // Hans-Georg-Hornich-Gasse,2016-11-23,2017-01-27,2017-03-06,234408.72,369050.24,Team 2
KR-773269,Baumbestand // Gotthold-Matthäi-Gasse,2017-06-12,2017-06-24,2017-06-23,-13255.42,-16690.17,Team 4
DJ-394223,Stadtpark // Engin-Müller-Ring,2014-05-22,2014-06-22,2014-06-21,216974.64,216727.91,Team 4
PI-140111,Landschaftsbau // Meyerplatz,2014-09-15,2014-10-05,2014-10-05,66819.82,71014.6,Team 1
XH-654982,Ubahn // Isabel-Scheibe-Platz,2021-01-15,2021-07-07,2021-06-05,-35150.12,-54214.15,Team 4
NX-583140,Landschaftsbau // Beckmannallee,2019-03-25,2019-05-04,2019-05-03,82274.39,130329.61,Team 4
AE-038120,Landschaftsbau // Mühlestraße,2019-06-23,2019-07-14,2019-07-16,74025.14,72353.95,Team 1
BY-623667,Elektroarbeiten // Kobeltallee,2014-04-13,2014-04-24,2014-05-28,132650.15,186738.85,Team 3
EL-561285,Ubahn // Schmiedtplatz,2013-09-14,2014-05-25,2014-10-20,205143.92,198279.07,Team 1
WY-287962,Elektroarbeiten // Alfons-Sorgatz-Ring,2020-05-13,2020-06-22,2020-06-23,184091.1,308742.45,Team 2
ZU-240357,Baumbestand // Noackweg,2020-12-12,2021-01-06,2021-01-08,50464.99,56117.16,Team 3
ZO-023623,Straßenbau // Udo-Schüler-Ring,2013-04-05,2013-07-29,2013-07-29,305136.51,349599.24,Team 3
JP-655754,Landschaftsbau // Jacobi Jäckelstraße,2015-09-14,2015-10-06,2015-10-11,115839.45,115324.97,Team 3
WU-834382,Baumbestand // Drewesring,2014-12-16,2014-12-26,2014-12-27,51126.07,60390.21,Team 1
KS-655576,Stadtpark // Lorchallee,2019-12-24,2020-01-22,2020-03-12,115861.43,118661.97,Team 1
RZ-823459,Elektroarbeiten // Franz-Xaver-Pergande-Platz,2017-05-11,2017-07-12,2017-07-12,51252.59,59221.16,Team 4
HM-454563,Elektroarbeiten // Gorlitzallee,2013-05-22,2013-07-06,2013-06-28,100623.14,101785.86,Team 1
HL-588831,Baumbestand // Willy-Hettner-Platz,2016-01-21,2016-02-05,2016-02-11,23048.31,28020.13,Team 3
RM-283003,Landschaftsbau // Schusterring,2016-12-25,2017-01-13,2017-02-15,58705.79,65958.36,Team 2
QX-747521,Landschaftsbau // Zahnplatz,2015-08-15,2015-08-21,2015-08-26,59749.02,75357.78,Team 4
YV-478060,Landschaftsbau // Barkholzgasse,2019-11-15,2019-12-13,2019-12-12,68993.5,88078.77,Team 3
DO-045346,Ubahn // Kostolzinplatz,2017-06-17,2017-08-29,2017-11-16,709336.56,848612.43,Team 1
FO-326624,Landschaftsbau // Hentschelring,2022-01-10,2022-01-14,2022-01-15,76022.15,92791.99,Team 3
TG-520262,Spielplatz // Binnerstr.,2017-03-18,2017-05-24,2017-05-24,130316.44,161577.68,Team 3
AC-184468,Ubahn // Heidrichplatz,2021-02-23,2021-09-06,2021-08-17,291730.2,403737.54,Team 4
SF-261649,Baumbestand // Mentzelstr.,2016-11-25,2016-12-01,2017-01-04,113532.56,193334.32,Team 2
HS-982751,Elektroarbeiten // Denis-Dietz-Weg,2014-07-15,2014-07-19,2014-07-21,55174.2,87897.29,Team 2
LI-369512,Elektroarbeiten // Eleonore-Dobes-Platz,2016-01-03,2016-01-28,2016-02-01,59497.72,65328.03,Team 4
DQ-978901,Ubahn // Eimerstraße,2014-03-29,2014-08-04,2014-08-03,608452.75,767262.87,Team 2
NU-797448,Stadtpark // Danica-Girschner-Platz,2019-01-01,2019-01-31,2019-03-04,-2479.28,-2634.9,Team 1
DJ-341269,Stadtpark // Christof-Römer-Platz,2017-03-26,2017-04-06,2017-05-24,280167.74,228293.02,Team 1
YS-316789,Elektroarbeiten // Beyerstr.,2018-10-01,2018-11-02,2018-11-17,85592.94,129354.64,Team 3
BN-227420,Stadtpark // Ortmannplatz,2014-12-18,2015-02-03,2015-02-03,236600.14,215596.96,Team 4
RO-844191,Stadtpark // Heydrichallee,2020-04-13,2020-05-18,2020-05-19,230234.92,290121.37,Team 2
KR-841986,Landschaftsbau // Möchlichenweg,2016-05-09,2016-06-08,2016-06-06,149510.41,164180.95,Team 1
LJ-339561,Baumbestand // Ruppertplatz,2017-10-04,2017-10-06,2017-10-09,38623.43,52679.83,Team 2
